name,type,notranslate,comment,value,en
"mainfo,c,strings.data,43:",vaString,F,,Can not start process,Can not start process
"mainfo,c,strings.data,44:",vaString,F,,Process,Process
"mainfo,c,strings.data,45:",vaString,F,,running,running
"mainfo,c,strings.data,46:",vaString,F,,Process terminated. Exitcode: ,Process terminated. Exitcode: 
"mainfo,c,strings.data,47:",vaString,F,,Process terminated normally.,Process terminated normally.
"mainfo,c,strings.data,48:",vaString,F,,Make ***ERROR***,Make ***ERROR***
"mainfo,c,strings.data,49:",vaString,F,,Make OK.,Make OK.
"mainfo,c,strings.data,50:",vaString,F,,"Source has changed, do you wish to remake project?","Source has changed, do you wish to remake project?"
"mainfo,c,strings.data,51:",vaString,F,,Load Window Layout,Load Window Layout
"mainfo,c,strings.data,52:",vaString,F,,Docking Area,Docking Area
"mainfo,openform,controller.filterlist.data,0:,0:",vaString,F,,Form Files,Form Files
"mainfo,openform,controller.captionopen",vaString,F,,Open Form File,Open Form File
"guitemplatesmo,sysenv,helpheader",vaString,F,,"MSEide Copyright 1999-2015 by Martin Schreiber
Usage: mseide [OPTION]... [PROJECTFILE]

Options:","MSEide Copyright 1999-2015 by Martin Schreiber
Usage: mseide [OPTION]... [PROJECTFILE]

Options:"
"guitemplatesmo,sysenv,helpfooter",vaString,F,,"
Environment variables
FPCDIR, FPCLIBDIR, MSEDIR, MSELIBDIR
SYNTAXDEFDIR, TEMPLATEDIR, COMPSTOREDIR
COMPILER, DEBUGGER, EXEEXT,TARGET,TARGETOSDIR
can be used to override the settings macros.

Have a lot of fun!

Martin","
Environment variables
FPCDIR, FPCLIBDIR, MSEDIR, MSELIBDIR
SYNTAXDEFDIR, TEMPLATEDIR, COMPSTOREDIR
COMPILER, DEBUGGER, EXEEXT,TARGET,TARGETOSDIR
can be used to override the settings macros.

Have a lot of fun!

Martin"
"guitemplatesmo,sysenv,defs,0:,5:",vaString,F,,<filepath>,
"guitemplatesmo,sysenv,defs,0:,6:",vaString,F,,Set path to global status file.,Set path to global status file.
"guitemplatesmo,sysenv,defs,1:,5:",vaString,F,,"<name>,<value>{,<name>,<value>}",
"guitemplatesmo,sysenv,defs,1:,6:",vaString,F,,"Macro definition, will be overridden by 'Project'-'Options'-'Macros'.
 Example:
 --macrodef=MAC1,abc,MAC2,def","Macro definition, will be overridden by 'Project'-'Options'-'Macros'.
 Example:
 --macrodef=MAC1,abc,MAC2,def"
"guitemplatesmo,sysenv,defs,2:,6:",vaString,F,,Store --macrodef values as global macros and terminate MSEide. ,Store --macrodef values as global macros and terminate MSEide. 
"guitemplatesmo,sysenv,defs,3:,6:",vaString,F,,"Use 'Project'-'Options'-'Macros'-'Active group' number <n>,
<n> = 1..6.","Use 'Project'-'Options'-'Macros'-'Active group' number <n>,
<n> = 1..6."
"guitemplatesmo,sysenv,defs,4:,6:",vaString,F,,Do not load a project.,Do not load a project.
"guitemplatesmo,sysenv,defs,5:,6:",vaString,F,,"Do not use a skin, no fades.",
"guitemplatesmo,sysenv,defs,6:,6:",vaString,F,,Display this help and exit.,
"guitemplatesmo,sysenv,defs,20:,6:",vaString,F,,Do not touch Z-order of the windows.,Do not touch Z-order of the windows.
"guitemplatesmo,sysenv,defs,21:,6:",vaString,F,,Do not use the NET_RESTACK_WINDOW protocol.,Do not use the NET_RESTACK_WINDOW protocol.
"guitemplatesmo,sysenv,defs,22:,6:",vaString,F,,Use the NET_RESTACK_WINDOW protocol.,Use the NET_RESTACK_WINDOW protocol.
"guitemplatesmo,sysenv,defs,23:,6:",vaString,F,,Do not use xreconfigurewmwindow() for window stacking operation.,Do not use xreconfigurewmwindow() for window stacking operation.
"guitemplatesmo,sysenv,defs,24:,6:",vaString,F,,Use xreconfigurewmwindow() for window stacking operation.,Use xreconfigurewmwindow() for window stacking operation.
"guitemplatesmo,sysenv,defs,25:,6:",vaString,F,,Necessarry for windowmanagers with buggy xreconfigurewmwindow() handling.,Necessarry for windowmanagers with buggy xreconfigurewmwindow() handling.
"guitemplatesmo,sysenv,defs,26:,6:",vaString,F,,No workaround.,No workaround.
"guitemplatesmo,sysenv,defs,27:,6:",vaString,F,,"Use the top level frame window id instead of the application client window id
for window raise operation. Implies --NORESTACKWINDOW and
 --NORECONFIGUREWMWINDOW.","Use the top level frame window id instead of the application client window id
for window raise operation. Implies --NORESTACKWINDOW and
 --NORECONFIGUREWMWINDOW."
"formdesignerfo,popupme,menu.submenu.items,0:,caption",vaString,F,,Show objectinspector,Show objectinspector
"formdesignerfo,popupme,menu.submenu.items,1:,caption",vaString,F,,Show componentpalette,Show componentpalette
"formdesignerfo,popupme,menu.submenu.items,2:,caption",vaString,F,,Show as Text,Show as Text
"formdesignerfo,popupme,menu.submenu.items,9:,caption",vaString,F,,Copy Component(s),Copy Component(s)
"formdesignerfo,popupme,menu.submenu.items,10:,caption",vaString,F,,Cut Component(s),Cut Component(s)
"formdesignerfo,popupme,menu.submenu.items,11:,caption",vaString,F,,Paste Component(s),Paste Component(s)
"formdesignerfo,popupme,menu.submenu.items,12:,caption",vaString,F,,Delete Component(s),Delete Component(s)
"formdesignerfo,popupme,menu.submenu.items,13:,caption",vaString,F,,Undelete Component(s),Undelete Component(s)
"formdesignerfo,popupme,menu.submenu.items,15:,caption",vaString,F,,Find Component,Find Component
"formdesignerfo,popupme,menu.submenu.items,16:,caption",vaString,F,,Select Childwidget,Select Childwidget
"formdesignerfo,popupme,menu.submenu.items,17:,caption",vaString,F,,&Iconify,&Iconify
"formdesignerfo,popupme,menu.submenu.items,18:,caption",vaString,F,,&Deiconify,&Deiconify
"formdesignerfo,popupme,menu.submenu.items,20:,caption",vaString,F,,&Edit Component,&Edit Component
"formdesignerfo,popupme,menu.submenu.items,21:,caption",vaString,F,,Sync. to Font Height,Sync. to Font Height
"formdesignerfo,popupme,menu.submenu.items,22:,caption",vaString,F,,Bring to Front,Bring to Front
"formdesignerfo,popupme,menu.submenu.items,23:,caption",vaString,F,,Send to Back,Send to Back
"formdesignerfo,popupme,menu.submenu.items,24:,caption",vaString,F,,Set Widget Order,Set Widget Order
"formdesignerfo,popupme,menu.submenu.items,25:,caption",vaString,F,,Set Tab Order,Set Tab Order
"formdesignerfo,popupme,menu.submenu.items,26:,caption",vaString,F,,Set Creation Order,Set Creation Order
"formdesignerfo,popupme,menu.submenu.items,27:,caption",vaString,F,,Revert to inherited,Revert to inherited
"formdesignerfo,popupme,menu.submenu.items,29:,caption",vaString,F,,Touch Form,Touch Form
"formdesignerfo,popupme,menu.submenu.items,30:,caption",vaString,F,,Touch all Forms,Touch all Forms
"formdesignerfo,popupme,menu.submenu.items,31:,caption",vaString,F,,Insert Submodule,Insert Submodule
"formdesignerfo,popupme,menu.submenu.items,32:,caption",vaString,F,,Insert Component,Insert Component
"formdesignerfo,hidecompact,caption",vaString,F,,Hide &Components,Hide &Components
"formdesignerfo,hidewidgetact,caption",vaString,F,,Hide &Widgets,Hide &Widgets
"formdesignerfo,togglehideact,caption",vaString,F,,&Hide Widgets<>Components,&Hide Widgets<>Components
"formdesignerfo,showallact,caption",vaString,F,,&Show all,&Show all
"formdesignerfo,c,strings.data,0:",vaString,F,,Do you wish to revert to inherited,Do you wish to revert to inherited
"formdesignerfo,c,strings.data,1:",vaString,F,,the selected component?,the selected component?
"formdesignerfo,c,strings.data,2:",vaString,F,,Do you want to touch all loaded forms?,Do you want to touch all loaded forms?
"findinfilepagefo,cancel,caption",vaString,F,,&Cancel,&Cancel
"findinfilepagefo,again,caption",vaString,F,,&again,&again
"findinfilepagefo,c,strings.data,0:",vaString,F,,*** CANCELED ***,*** CANCELED ***
"findinfilepagefo,c,strings.data,1:",vaString,F,,FINISHED,FINISHED
"findinfilefo,dragdock.caption",vaString,F,,Findresults,Findresults
"findinfilefo,caption",vaString,F,,Find in file results,Find in file results
"findinfileadialogfo,caption",vaString,F,,Find Text in Files,Find Text in Files
"findinfileadialogfo,findtext,frame.caption",vaString,F,,&Text to find,&Text to find
"findinfileadialogfo,dir,frame.caption",vaString,F,,&Directory,&Directory
"findinfileadialogfo,mask,frame.caption",vaString,F,,&File Mask,&File Mask
"findinfileadialogfo,tlayouter1,indirectories,frame.caption",vaString,F,,Search in &directories,Search in &directories
"findinfileadialogfo,tlayouter1,casesensitive,frame.caption",vaString,F,,C&asesensitive,C&asesensitive
"findinfileadialogfo,tlayouter1,inprojectdir,frame.caption",vaString,F,,Search in &project dir,Search in &project dir
"findinfileadialogfo,tlayouter2,wholeword,frame.caption",vaString,F,,&Whole word,&Whole word
"findinfileadialogfo,tlayouter2,inopenfiles,frame.caption",vaString,F,,Search in &open files,Search in &open files
"findinfileadialogfo,tlayouter2,incurrentfile,frame.caption",vaString,F,,Search in &current file,Search in &current file
"findinfileadialogfo,tlayouter4,tlayouter3,ok,caption",vaString,F,,OK,OK
"findinfileadialogfo,tlayouter4,tlayouter3,cancel,caption",vaString,F,,Cancel,Cancel
"findinfileadialogfo,tlayouter4,subdirs,frame.caption",vaString,F,,&Include subdirectories,&Include subdirectories
"finddialogfo,caption",vaString,F,,Find Text,Find Text
"finddialogfo,findtext,frame.caption",vaString,F,,&Text to find,&Text to find
"finddialogfo,tlayouter4,tlayouter3,wholeword,frame.caption",vaString,F,,&whole word,&whole word
"finddialogfo,tlayouter4,tlayouter3,backward,frame.caption",vaString,F,,&backward,&backward
"finddialogfo,tlayouter4,tlayouter2,casesensitive,frame.caption",vaString,F,,c&asesensitive,c&asesensitive
"finddialogfo,tlayouter4,tlayouter2,selectedonly,frame.caption",vaString,F,,&selected only,&selected only
"finddialogfo,tlayouter4,tlayouter1,tlayouter5,cancel,caption",vaString,F,,&Cancel,&Cancel
"finddialogfo,tlayouter4,tlayouter1,tlayouter5,tbutton2,caption",vaString,F,,&OK,&OK
"disassfo,dragdock.caption",vaString,F,,Assembler,Assembler
"disassfo,caption",vaString,F,,Assembler,Assembler
"disassfo,popupmen,menu.submenu.items,0:,caption",vaString,F,,Show &Breakpoint,Show &Breakpoint
"debuggerfo,dragdock.caption",vaString,F,,Debugger,Debugger
"debuggerfo,gdbtoolbar,buttons.items,7:,hint",vaString,F,,Next instruction,Next instruction
"debuggerfo,gdbtoolbar,buttons.items,8:,hint",vaString,F,,Step instruction,Step instruction
"cpurl78fo,mem,frame.caption",vaString,F,,MEM,MEM
"cpufo,on,frame.caption",vaString,F,,CPU &on,CPU &on
"cpufo,stoptime,format",vaString,F,,yy-mm-dd hh:mm:ss,yy-mm-dd hh:mm:ss
"cpuavr32fo,tspacer1,irqoff,hint",vaString,F,,Set global interrupt mask while stepping,Set global interrupt mask while stepping
"cpuavr32fo,tspacer1,exceptstack,caption",vaString,F,,Check Exceptstack,Check Exceptstack
"cpuavr32fo,cs,strings.data,0:",vaString,F,,Return address:,Return address:
"cpuavr32fo,cs,strings.data,1:",vaString,F,,Exception return,Exception return
"componentstorefo,dragdock.caption",vaString,F,,Component Store,Component Store
"componentstorefo,grid,fixrows.items,0:,captions.items,0:,caption",vaString,F,,Name,Name
"componentstorefo,grid,fixrows.items,0:,captions.items,1:,caption",vaString,F,,Sel,Sel
"componentstorefo,grid,fixrows.items,0:,captions.items,1:,hint",vaString,F,,Select item for inserting,Select item for inserting
"componentstorefo,grid,fixrows.items,0:,captions.items,2:,caption",vaString,F,,Description,Description
"componentstorefo,grid,fixrows.items,0:,captions.items,3:,caption",vaString,F,,File,File
"componentstorefo,grid,filepath,controller.filterlist.data,0:,0:",vaString,F,,Component File,Component File
"componentstorefo,grid,filepath,controller.filterlist.data,1:,0:",vaString,F,,All Files,All Files
"componentstorefo,copycompact,caption",vaString,F,,&Copy Component,&Copy Component
"componentstorefo,pastecompact,caption",vaString,F,,&Paste Component(s),&Paste Component(s)
"componentstorefo,tpopupmenu1,menu.submenu.items,0:,caption",vaString,F,,&Copy Component(s),&Copy Component(s)
"componentstorefo,tpopupmenu1,menu.submenu.items,3:,caption",vaString,F,,Update Component(s),Update Component(s)
"componentstorefo,tpopupmenu1,menu.submenu.items,4:,caption",vaString,F,,Remove Component(s),Remove Component(s)
"componentstorefo,tpopupmenu1,menu.submenu.items,6:,caption",vaString,F,,New  Node,New  Node
"componentstorefo,tpopupmenu1,menu.submenu.items,7:,caption",vaString,F,,Remove Node,Remove Node
"componentstorefo,tpopupmenu1,menu.submenu.items,8:,caption",vaString,F,,Copy Node,Copy Node
"componentstorefo,tpopupmenu1,menu.submenu.items,9:,caption",vaString,F,,Paste Node,Paste Node
"componentstorefo,tpopupmenu1,menu.submenu.items,11:,caption",vaString,F,,New Store,New Store
"componentstorefo,tpopupmenu1,menu.submenu.items,12:,caption",vaString,F,,Add Store,Add Store
"componentstorefo,tpopupmenu1,menu.submenu.items,13:,caption",vaString,F,,Remove Store,Remove Store
"componentstorefo,tpopupmenu1,menu.submenu.items,15:,caption",vaString,F,,Open Store Group,Open Store Group
"componentstorefo,tpopupmenu1,menu.submenu.items,16:,caption",vaString,F,,Save Store Group,Save Store Group
"componentstorefo,tpopupmenu1,menu.submenu.items,17:,caption",vaString,F,,Save Store Group as,Save Store Group as
"componentstorefo,storefiledialog,controller.filterlist.data,0:,0:",vaString,F,,Component Stores,Component Stores
"componentstorefo,storefiledialog,controller.captionopen",vaString,F,,Load Component Store,Load Component Store
"componentstorefo,storefiledialog,controller.captionsave",vaString,F,,New Component Store,New Component Store
"componentstorefo,groupfiledialog,controller.filterlist.data,0:,0:",vaString,F,,Store Groups,Store Groups
"componentstorefo,groupfiledialog,controller.captionopen",vaString,F,,Open Store Group,Open Store Group
"componentstorefo,groupfiledialog,controller.captionsave",vaString,F,,Save Store Group,Save Store Group
"componentstorefo,addfileact,caption",vaString,F,,Add Componentfile,Add Componentfile
"componentstorefo,compfiledialog,controller.filterlist.data,0:,0:",vaString,F,,Component File,Component File
"componentstorefo,compfiledialog,controller.filterlist.data,1:,0:",vaString,F,,All Files,All Files
"componentstorefo,compfiledialog,controller.captionopen",vaString,F,,Select Component File,Select Component File
"componentstorefo,c,strings.data,0:",vaString,F,,Component Store,Component Store
"componentstorefo,c,strings.data,1:",vaString,F,,Component read error.,Component read error.
"componentstorefo,c,strings.data,2:",vaString,F,,"Do you want to overwrite ""","Do you want to overwrite """
"componentstorefo,c,strings.data,3:",vaString,F,,""" with current clipboard content?",""" with current clipboard content?"
"componentstorefo,c,strings.data,4:",vaString,F,,WARNING,WARNING
"componentstorefo,c,strings.data,5:",vaString,F,,No component(s) in clipboard.,No component(s) in clipboard.
"componentstorefo,c,strings.data,6:",vaString,F,,Error while writing the storegroup.,Error while writing the storegroup.
"componentstorefo,c,strings.data,7:",vaString,F,,ERROR,ERROR
"componentstorefo,c,strings.data,8:",vaString,F,,"Do you want to remove ""","Do you want to remove """
"componentstorefo,c,strings.data,10:",vaString,F,,""" branch?",""" branch?"
"componentstorefo,c,strings.data,11:",vaString,F,,"File ""","File """
"componentstorefo,c,strings.data,12:",vaString,F,,""" does not exist, do you want to create it?",""" does not exist, do you want to create it?"
"componentstorefo,c,strings.data,13:",vaString,F,,Save Component Store Group,Save Component Store Group
"componentpalettefo,dragdock.caption",vaString,F,,Component Palette,Component Palette
"commandlinefo,caption",vaString,F,,Command Line,Command Line
"commandlinefo,c,strings.data,0:",vaString,F,,Make disabled by Default make col!,Make disabled by Default make col!
"breakpointsfo,caption",vaString,F,,Breakpoints,Breakpoints
"breakpointsfo,grid,fixrows.items,0:,captions.items,0:,caption",vaString,F,,on,on
"breakpointsfo,grid,fixrows.items,0:,captions.items,1:,caption",vaString,F,,File,File
"breakpointsfo,grid,fixrows.items,0:,captions.items,3:,caption",vaString,F,,Line Nr.,Line Nr.
"breakpointsfo,grid,fixrows.items,0:,captions.items,4:,caption",vaString,F,,Address,Address
"breakpointsfo,grid,fixrows.items,0:,captions.items,7:,caption",vaString,F,,Count,Count
"breakpointsfo,grid,fixrows.items,0:,captions.items,8:,caption",vaString,F,,Ignore,Ignore
"breakpointsfo,grid,fixrows.items,0:,captions.items,10:,caption",vaString,F,,Condition,Condition
"breakpointsfo,bkptson,frame.caption",vaString,F,,Breakpoints &on,Breakpoints &on
"breakpointsfo,gripopup,menu.submenu.items,0:,caption",vaString,F,,Delete all,Delete all
"breakpointsfo,c,strings.data,0:",vaString,F,,Breakpoint error.,Breakpoint error.
"breakpointsfo,c,strings.data,1:",vaString,F,,BREAKPOINT ERROR,BREAKPOINT ERROR
"breakpointsfo,c,strings.data,2:",vaString,F,,Do you wish to delete all breakpoints?,Do you wish to delete all breakpoints?
"breakpointsfo,c,strings.data,3:",vaString,F,,Confirmation,Confirmation
"actionsmo,makeact,caption",vaString,F,,&Make,&Make
"actionsmo,run,caption",vaString,F,,&Run,&Run
"actionsmo,run,hint",vaString,F,,Run,Run
"actionsmo,step,caption",vaString,F,,&Step,&Step
"actionsmo,step,hint",vaString,F,,Step,Step
"actionsmo,next,caption",vaString,F,,&Next,&Next
"actionsmo,next,hint",vaString,F,,Next,Next
"actionsmo,continue,caption",vaString,F,,&Continue,&Continue
"actionsmo,continue,hint",vaString,F,,Continue,Continue
"actionsmo,interrupt,caption",vaString,F,,&Interrupt,&Interrupt
"actionsmo,interrupt,hint",vaString,F,,Interrupt,Interrupt
"actionsmo,reset,caption",vaString,F,,&Reset,&Reset
"actionsmo,reset,hint",vaString,F,,Reset,Reset
"actionsmo,opensource,caption",vaString,F,,&Open,&Open
"actionsmo,finish,caption",vaString,F,,&Finish,&Finish
"actionsmo,finish,hint",vaString,F,,Finish,Finish
"actionsmo,save,caption",vaString,F,,&Save,&Save
"actionsmo,close,caption",vaString,F,,&Close,&Close
"actionsmo,abortmakeact,caption",vaString,F,,&Abort Make,&Abort Make
"actionsmo,undo,caption",vaString,F,,&Undo,&Undo
"actionsmo,redo,caption",vaString,F,,&Redo,&Redo
"actionsmo,cut,caption",vaString,F,,Cu&t,Cu&t
"actionsmo,copy,caption",vaString,F,,&Copy,&Copy
"actionsmo,paste,caption",vaString,F,,&Paste,&Paste
"actionsmo,delete,caption",vaString,F,,&Delete,&Delete
"actionsmo,saveall,caption",vaString,F,,Sa&ve all,Sa&ve all
"actionsmo,find,caption",vaString,F,,&Find,&Find
"actionsmo,repeatfind,caption",vaString,F,,&Search again,&Search again
"actionsmo,findinfile,caption",vaString,F,,Find in F&iles,Find in F&iles
"actionsmo,closeall,caption",vaString,F,,C&lose all,C&lose all
"actionsmo,saveas,caption",vaString,F,,Save &as,Save &as
"actionsmo,bkptsonact,caption",vaString,F,,&Breakpoints on,&Breakpoints on
"actionsmo,bkptsonact,hint",vaString,F,,Breakpoints on/off,Breakpoints on/off
"actionsmo,watchesonact,caption",vaString,F,,&Watches on,&Watches on
"actionsmo,watchesonact,hint",vaString,F,,Watches on/off,Watches on/off
"actionsmo,line,caption",vaString,F,,&Line,&Line
"actionsmo,togglebkpt,caption",vaString,F,,&Toggle Breakpoint,&Toggle Breakpoint
"actionsmo,togglebkptenable,caption",vaString,F,,Toggle Bkpt. &enabled,Toggle Bkpt. &enabled
"actionsmo,selecteditpage,caption",vaString,F,,Select &Edit Page,Select &Edit Page
"actionsmo,indent,caption",vaString,F,,&Indent,&Indent
"actionsmo,unindent,caption",vaString,F,,U&nindent,U&nindent
"actionsmo,toggleformunit,caption",vaString,F,,Toggle Form/&Unit,Toggle Form/&Unit
"actionsmo,nexti,caption",vaString,F,,Next Instruction,Next Instruction
"actionsmo,stepi,caption",vaString,F,,Step Instruction,Step Instruction
"actionsmo,bluedotsonact,caption",vaString,F,,Exec Line Hint on,Exec Line Hint on
"actionsmo,bluedotsonact,hint",vaString,F,,Executable lines hint on/off,Executable lines hint on/off
"actionsmo,replace,caption",vaString,F,,Find && &Replace,Find && &Replace
"actionsmo,print,caption",vaString,F,,&Print,&Print
"actionsmo,detachtarget,caption",vaString,F,,Detach,Detach
"actionsmo,attachprocess,caption",vaString,F,,Attach Process,Attach Process
"actionsmo,lowercase,caption",vaString,F,,&Lowercase,&Lowercase
"actionsmo,uppercase,caption",vaString,F,,&Uppercase,&Uppercase
"actionsmo,shortcuts,actions.items,0:,dispname",vaString,F,,File,File
"actionsmo,shortcuts,actions.items,1:,dispname",vaString,F,,Open,Open
"actionsmo,shortcuts,actions.items,2:,dispname",vaString,F,,Save,Save
"actionsmo,shortcuts,actions.items,3:,dispname",vaString,F,,Save all,Save all
"actionsmo,shortcuts,actions.items,4:,dispname",vaString,F,,Save as,Save as
"actionsmo,shortcuts,actions.items,5:,dispname",vaString,F,,Close,Close
"actionsmo,shortcuts,actions.items,6:,dispname",vaString,F,,Close all,Close all
"actionsmo,shortcuts,actions.items,7:,dispname",vaString,F,,Print,Print
"actionsmo,shortcuts,actions.items,8:,dispname",vaString,F,,Search,Search
"actionsmo,shortcuts,actions.items,9:,dispname",vaString,F,,Line,Line
"actionsmo,shortcuts,actions.items,10:,dispname",vaString,F,,Find,Find
"actionsmo,shortcuts,actions.items,11:,dispname",vaString,F,,Search again,Search again
"actionsmo,shortcuts,actions.items,12:,dispname",vaString,F,,Search back,Search back
"actionsmo,shortcuts,actions.items,13:,dispname",vaString,F,,Find and replace,Find and replace
"actionsmo,shortcuts,actions.items,14:,dispname",vaString,F,,Find in File,Find in File
"actionsmo,shortcuts,actions.items,15:,dispname",vaString,F,,Edit,Edit
"actionsmo,shortcuts,actions.items,16:,dispname",vaString,F,,Select Editpage,Select Editpage
"actionsmo,shortcuts,actions.items,17:,dispname",vaString,F,,Copy Word at Cursor,Copy Word at Cursor
"actionsmo,shortcuts,actions.items,18:,dispname",vaString,F,,Indent,Indent
"actionsmo,shortcuts,actions.items,19:,dispname",vaString,F,,Unindent,Unindent
"actionsmo,shortcuts,actions.items,20:,dispname",vaString,F,,Comment Selection,Comment Selection
"actionsmo,shortcuts,actions.items,21:,dispname",vaString,F,,Uncomment Selection,Uncomment Selection
"actionsmo,shortcuts,actions.items,22:,dispname",vaString,F,,Lowercase,Lowercase
"actionsmo,shortcuts,actions.items,23:,dispname",vaString,F,,Uppercase,Uppercase
"actionsmo,shortcuts,actions.items,24:,dispname",vaString,F,,Copy LaTeX,Copy LaTeX
"actionsmo,shortcuts,actions.items,25:,dispname",vaString,F,,Complete Class,Complete Class
"actionsmo,shortcuts,actions.items,26:,dispname",vaString,F,,Insert Template,Insert Template
"actionsmo,shortcuts,actions.items,27:,dispname",vaString,F,,Navigate Back,Navigate Back
"actionsmo,shortcuts,actions.items,28:,dispname",vaString,F,,Navigate Forward,Navigate Forward
"actionsmo,shortcuts,actions.items,29:,dispname",vaString,F,,Set Bookmark,Set Bookmark
"actionsmo,shortcuts,actions.items,30:,dispname",vaString,F,,Set Bookmark 0,Set Bookmark 0
"actionsmo,shortcuts,actions.items,31:,dispname",vaString,F,,Set Bookmark 1,Set Bookmark 1
"actionsmo,shortcuts,actions.items,32:,dispname",vaString,F,,Set Bookmark 2,Set Bookmark 2
"actionsmo,shortcuts,actions.items,33:,dispname",vaString,F,,Set Bookmark 3,Set Bookmark 3
"actionsmo,shortcuts,actions.items,34:,dispname",vaString,F,,Set Bookmark 4,Set Bookmark 4
"actionsmo,shortcuts,actions.items,35:,dispname",vaString,F,,Set Bookmark 5,Set Bookmark 5
"actionsmo,shortcuts,actions.items,36:,dispname",vaString,F,,Set Bookmark 6,Set Bookmark 6
"actionsmo,shortcuts,actions.items,37:,dispname",vaString,F,,Set Bookmark 7,Set Bookmark 7
"actionsmo,shortcuts,actions.items,38:,dispname",vaString,F,,Set Bookmark 8,Set Bookmark 8
"actionsmo,shortcuts,actions.items,39:,dispname",vaString,F,,Set Bookmark 9,Set Bookmark 9
"actionsmo,shortcuts,actions.items,40:,dispname",vaString,F,,Clear Bookmark,Clear Bookmark
"actionsmo,shortcuts,actions.items,41:,dispname",vaString,F,,Find Bookmark,Find Bookmark
"actionsmo,shortcuts,actions.items,42:,dispname",vaString,F,,Find Bookmark 0,Find Bookmark 0
"actionsmo,shortcuts,actions.items,43:,dispname",vaString,F,,Find Bookmark 1,Find Bookmark 1
"actionsmo,shortcuts,actions.items,44:,dispname",vaString,F,,Find Bookmark 2,Find Bookmark 2
"actionsmo,shortcuts,actions.items,45:,dispname",vaString,F,,Find Bookmark 3,Find Bookmark 3
"actionsmo,shortcuts,actions.items,46:,dispname",vaString,F,,Find Bookmark 4,Find Bookmark 4
"actionsmo,shortcuts,actions.items,47:,dispname",vaString,F,,Find Bookmark 5,Find Bookmark 5
"actionsmo,shortcuts,actions.items,48:,dispname",vaString,F,,Find Bookmark 6,Find Bookmark 6
"actionsmo,shortcuts,actions.items,49:,dispname",vaString,F,,Find Bookmark 7,Find Bookmark 7
"actionsmo,shortcuts,actions.items,50:,dispname",vaString,F,,Find Bookmark 8,Find Bookmark 8
"actionsmo,shortcuts,actions.items,51:,dispname",vaString,F,,Find Bookmark 9,Find Bookmark 9
"actionsmo,shortcuts,actions.items,52:,dispname",vaString,F,,Target,Target
"actionsmo,shortcuts,actions.items,53:,dispname",vaString,F,,Attach Process,Attach Process
"actionsmo,shortcuts,actions.items,54:,dispname",vaString,F,,Detach Target,Detach Target
"actionsmo,shortcuts,actions.items,55:,dispname",vaString,F,,Continue,Continue
"actionsmo,shortcuts,actions.items,56:,dispname",vaString,F,,Reset,Reset
"actionsmo,shortcuts,actions.items,57:,dispname",vaString,F,,Interrupt,Interrupt
"actionsmo,shortcuts,actions.items,58:,dispname",vaString,F,,Next,Next
"actionsmo,shortcuts,actions.items,59:,dispname",vaString,F,,Next Instruction,Next Instruction
"actionsmo,shortcuts,actions.items,60:,dispname",vaString,F,,Step,Step
"actionsmo,shortcuts,actions.items,61:,dispname",vaString,F,,Step Instruction,Step Instruction
"actionsmo,shortcuts,actions.items,62:,dispname",vaString,F,,Finish,Finish
"actionsmo,shortcuts,actions.items,63:,dispname",vaString,F,,Breakpoints on/off,Breakpoints on/off
"actionsmo,shortcuts,actions.items,64:,dispname",vaString,F,,Toggle Breakpoint,Toggle Breakpoint
"actionsmo,shortcuts,actions.items,65:,dispname",vaString,F,,Toggle Breakpoint enabled,Toggle Breakpoint enabled
"actionsmo,shortcuts,actions.items,66:,dispname",vaString,F,,Watches on/off,Watches on/off
"actionsmo,shortcuts,actions.items,67:,dispname",vaString,F,,Exec Line Hints on/off,Exec Line Hints on/off
"actionsmo,shortcuts,actions.items,68:,dispname",vaString,F,,View,View
"actionsmo,shortcuts,actions.items,69:,dispname",vaString,F,,Toggle Form/Object Inspector,Toggle Form/Object Inspector
"actionsmo,shortcuts,actions.items,70:,dispname",vaString,F,,Toggle Form/Unit,Toggle Form/Unit
"actionsmo,shortcuts,actions.items,71:,dispname",vaString,F,,Project,Project
"actionsmo,shortcuts,actions.items,72:,dispname",vaString,F,,Make,Make
"actionsmo,shortcuts,actions.items,73:,dispname",vaString,F,,Build,Build
"actionsmo,shortcuts,actions.items,74:,dispname",vaString,F,,Make 1,Make 1
"actionsmo,shortcuts,actions.items,75:,dispname",vaString,F,,Make 2,Make 2
"actionsmo,shortcuts,actions.items,76:,dispname",vaString,F,,Make 3,Make 3
"actionsmo,shortcuts,actions.items,77:,dispname",vaString,F,,Make 4,Make 4
"actionsmo,shortcuts,actions.items,78:,dispname",vaString,F,,Abort Make,Abort Make
"actionsmo,shortcuts,actions.items,79:,dispname",vaString,F,,Options,Options
"actionsmo,shortcuts,actions.items,80:,dispname",vaString,F,,Open,Open
"actionsmo,shortcuts,actions.items,81:,dispname",vaString,F,,Save,Save
"actionsmo,shortcuts,actions.items,82:,dispname",vaString,F,,Tree,Tree
"actionsmo,shortcuts,actions.items,83:,dispname",vaString,F,,Source,Source
"actionsmo,shortcuts,actions.items,84:,dispname",vaString,F,,Close,Close
"actionsmo,shortcuts,actions.items,85:,dispname",vaString,F,,Help,Help
"actionsmo,shortcuts,actions.items,86:,dispname",vaString,F,,Help,Help
